t_s,V_pu,delta_V_pu,V_initial_pu
7.25,1.0571225475915695,0.008122547597747332,1.0489999999938222
7.26,1.0571394989501708,0.008139498956348579,1.0489999999938222
7.27,1.0571563921530092,0.008156392159186954,1.0489999999938222
7.28,1.0571732266914073,0.008173226697585134,1.0489999999938222
7.29,1.0571900020668057,0.008190002072983482,1.0489999999938222
7.3,1.0572067177909432,0.00820671779712101,1.0489999999938222
7.31,1.0572233733870922,0.00822337339326995,1.0489999999938222
7.32,1.0572399683878357,0.00823996839401353,1.0489999999938222
7.33,1.057256502336414,0.008256502342591787,1.0489999999938222
7.34,1.0572729747860699,0.008272974792247645,1.0489999999938222
7.35,1.0572893853008496,0.008289385307027386,1.0489999999938222
7.36,1.0573057334539813,0.00830573346015906,1.0489999999938222
7.37,1.0573220188287462,0.008322018834924005,1.0489999999938222
7.38,1.0573382410188041,0.00833824102498193,1.0489999999938222
7.39,1.0573543996269588,0.008354399633136556,1.0489999999938222
7.4,1.0573704942654691,0.008370494271646933,1.0489999999938222
7.41,1.0573865245578007,0.008386524563978481,1.0489999999938222
7.42,1.0574024901346715,0.008402490140849261,1.0489999999938222
7.43,1.0574183906371135,0.008418390643291307,1.0489999999938222
7.44,1.057434225716376,0.008434225722553812,1.0489999999938222
7.45,1.0574499950314662,0.008449995037643987,1.0489999999938222
7.46,1.0574656982511614,0.008465698257339227,1.0489999999938222
7.47,1.0574813350529004,0.008481335059078221,1.0489999999938222
7.48,1.0574969051244107,0.008496905130588539,1.0489999999938222
7.49,1.0575124081604896,0.008512408166667429,1.0489999999938222
7.5,1.0575278438653122,0.00852784387148997,1.0489999999938222
7.51,1.057543211952995,0.008543211959172847,1.0489999999938222
7.52,1.057558512144298,0.008558512150475872,1.0489999999938222
7.53,1.057573744169595,0.008573744175772724,1.0489999999938222
7.54,1.057588907767112,0.008588907773289689,1.0489999999938222
7.55,1.057604002684728,0.008604002690905777,1.0489999999938222
7.56,1.0576190286768827,0.008619028683060526,1.0489999999938222
7.57,1.0576339855068093,0.008633985512987108,1.0489999999938222
7.58,1.0576488729469227,0.008648872953100462,1.0489999999938222
7.59,1.0576636907758514,0.00866369078202922,1.0489999999938222
7.6,1.0576784387811686,0.00867843878734642,1.0489999999938222
7.61,1.0576931167579366,0.008693116764114439,1.0489999999938222
7.62,1.057707724509385,0.008707724515562898,1.0489999999938222
7.63,1.0577222618459885,0.008722261852166291,1.0489999999938222
7.64,1.0577367285857089,0.008736728591886678,1.0489999999938222
7.65,1.0577511245550744,0.008751124561252155,1.0489999999938222
7.66,1.0577654495864317,0.008765449592609498,1.0489999999938222
7.67,1.0577797035202374,0.008779703526415217,1.0489999999938222
7.68,1.0577938862046514,0.008793886210829216,1.0489999999938222
7.69,1.0578079974942063,0.00880799750038408,1.0489999999938222
7.7,1.0578220372509188,0.008822037257096627,1.0489999999938222
7.71,1.0578360053438003,0.008836005349978082,1.0489999999938222
7.72,1.0578499016487377,0.008849901654915504,1.0489999999938222
7.73,1.0578637260485202,0.008863726054697985,1.0489999999938222
7.74,1.0578774784325202,0.008877478438698017,1.0489999999938222
7.75,1.0578911586971522,0.008891158703330015,1.0489999999938222
7.76,1.0579047667451074,0.008904766751285154,1.0489999999938222
7.77,1.0579183024854781,0.008918302491655927,1.0489999999938222
7.78,1.0579317658348633,0.00893176584104105,1.0489999999938222
7.79,1.0579451567147216,0.00894515672089935,1.0489999999938222
7.8,1.0579584750537845,0.008958475059962279,1.0489999999938222
7.81,1.0579717207866628,0.008971720792840587,1.0489999999938222
7.82,1.0579848938544003,0.008984893860578103,1.0489999999938222
7.83,1.057997994203831,0.008997994210008686,1.0489999999938222
7.84,1.0580110217876777,0.00901102179385549,1.0489999999938222
7.85,1.0580239765655002,0.009023976571677972,1.0489999999938222
7.86,1.0580368585013802,0.009036858507557977,1.0489999999938222
7.87,1.0580496675658455,0.009049667572023301,1.0489999999938222
7.88,1.058062403735684,0.009062403741861846,1.0489999999938222
7.89,1.058075066992199,0.00907506699837679,1.0489999999938222
7.9,1.0580876573229157,0.009087657329093446,1.0489999999938222
7.91,1.0581001747207646,0.009100174726942356,1.0489999999938222
7.92,1.0581126191840773,0.009112619190255078,1.0489999999938222
7.93,1.058124990716576,0.009124990722753745,1.0489999999938222
7.94,1.0581372893270604,0.009137289333238208,1.0489999999938222
7.95,1.058149515030156,0.009149515036333877,1.0489999999938222
7.96,1.058161667844689,0.009161667850866806,1.0489999999938222
7.97,1.0581737477952031,0.009173747801380916,1.0489999999938222
7.98,1.0581857549110882,0.009185754917266031,1.0489999999938222
7.99,1.0581976892266538,0.009197689232831596,1.0489999999938222
8.0,1.0582095507811549,0.009209550787332654,1.0489999999938222
8.01,1.0582213396186964,0.009221339624874147,1.0489999999938222
8.02,1.0582330557877984,0.009233055793976153,1.0489999999938222
8.03,1.0582446993420116,0.009244699348189389,1.0489999999938222
8.04,1.058256270339352,0.009256270345529893,1.0489999999938222
8.05,1.0582677688423945,0.009267768848572278,1.0489999999938222
8.06,1.0582791949181325,0.009279194924310286,1.0489999999938222
8.07,1.0582905486380432,0.009290548644220964,1.0489999999938222
8.08,1.0583018300780849,0.009301830084262663,1.0489999999938222
8.09,1.0583130393181128,0.009313039324290617,1.0489999999938222
8.1,1.0583241764425824,0.009324176448760157,1.0489999999938222
8.11,1.0583352415398775,0.00933524154605525,1.0489999999938222
8.12,1.0583462347028334,0.009346234709011192,1.0489999999938222
8.13,1.058357156027774,0.009357156033951819,1.0489999999938222
8.14,1.0583680056153963,0.009368005621574138,1.0489999999938222
8.15,1.0583787835703509,0.00937878357652866,1.0489999999938222
8.16,1.0583894900007687,0.009389490006946444,1.0489999999938222
8.17,1.0584001250189592,0.009400125025136985,1.0489999999938222
8.18,1.058410688740841,0.009410688747018892,1.0489999999938222
8.19,1.058421181285907,0.009421181292084801,1.0489999999938222
8.2,1.0584316027774017,0.009431602783579462,1.0489999999938222
8.21,1.0584419533420861,0.00944195334826392,1.0489999999938222
8.22,1.0584522331103314,0.009452233116509223,1.0489999999938222
8.23,1.0584624422157056,0.009462442221883416,1.0489999999938222
8.24,1.0584725807953583,0.009472580801536123,1.0489999999938222
8.25,1.0584826489897972,0.009482648995974952,1.0489999999938222
8.26,1.0584926469426343,0.009492646948812133,1.0489999999938222
8.27,1.0585025748008663,0.009502574807044084,1.0489999999938222
8.28,1.0585124327145998,0.00951243272077762,1.0489999999938222
8.29,1.058522220837179,0.009522220843356743,1.0489999999938222
8.3,1.058531939324722,0.009531939330899686,1.0489999999938222
8.31,1.058541588336493,0.009541588342670826,1.0489999999938222
8.32,1.0585511680351145,0.009551168041292302,1.0489999999938222
8.33,1.0585606785853023,0.009560678591480132,1.0489999999938222
8.34,1.058570120155197,0.009570120161374707,1.0489999999938222
8.35,1.0585794929155745,0.009579492921752308,1.0489999999938222
8.36,1.0585887970402448,0.00958879704642257,1.0489999999938222
8.37,1.0585980327050948,0.009598032711272575,1.0489999999938222
8.38,1.0586072000891065,0.009607200095284263,1.0489999999938222
8.39,1.0586162993740384,0.009616299380216242,1.0489999999938222
8.4,1.058625330743557,0.009625330749734706,1.0489999999938222
8.41,1.0586342943844196,0.009634294390597375,1.0489999999938222
8.42,1.0586431904854128,0.00964319049159057,1.0489999999938222
8.43,1.0586520192380156,0.009652019244193344,1.0489999999938222
8.44,1.0586607808361466,0.009660780842324357,1.0489999999938222
8.45,1.0586694754755177,0.0096694754816955,1.0489999999938222
8.46,1.0586781033546064,0.00967810336078423,1.0489999999938222
8.47,1.0586866646740336,0.009686664680211399,1.0489999999938222
8.48,1.0586951596362293,0.00969515964240708,1.0489999999938222
8.49,1.0587035884462492,0.009703588452427026,1.0489999999938222
8.5,1.0587119513107313,0.009711951316909051,1.0489999999938222
8.51,1.0587202484387488,0.009720248444926582,1.0489999999938222
8.52,1.058728480041143,0.009728480047320742,1.0489999999938222
8.53,1.0587366463310535,0.009736646337231258,1.0489999999938222
8.54,1.0587447475228389,0.009744747529016662,1.0489999999938222
8.55,1.058752783833307,0.009752783839484858,1.0489999999938222
8.56,1.058760755480884,0.00976075548706179,1.0489999999938222
8.57,1.0587686626857173,0.009768662691895136,1.0489999999938222
8.58,1.0587765056699505,0.009776505676128311,1.0489999999938222
8.59,1.058784284656974,0.009784284663151732,1.0489999999938222
8.6,1.058791999872194,0.00979199987837176,1.0489999999938222
8.61,1.05879965154267,0.009799651548847876,1.0489999999938222
8.62,1.0588072398966484,0.00980723990282617,1.0489999999938222
8.63,1.0588147651643318,0.00981476517050961,1.0489999999938222
8.64,1.0588222275770447,0.009822227583222487,1.0489999999938222
8.65,1.0588296273678741,0.009829627374051908,1.0489999999938222
8.66,1.0588369647713867,0.00983696477756446,1.0489999999938222
8.67,1.0588442400230167,0.009844240029194484,1.0489999999938222
8.68,1.0588514533600681,0.009851453366245932,1.0489999999938222
8.69,1.0588586050210913,0.009858605027269096,1.0489999999938222
8.7,1.0588656952454962,0.009865695251674023,1.0489999999938222
8.71,1.0588727242745055,0.00987272428068331,1.0489999999938222
8.72,1.0588796923499588,0.009879692356136616,1.0489999999938222
8.73,1.0588865997153207,0.009886599721498524,1.0489999999938222
8.74,1.0588934466150957,0.00989344662127345,1.0489999999938222
8.75,1.0589002332946809,0.009900233300858652,1.0489999999938222
8.76,1.058906960000627,0.009906960006804688,1.0489999999938222
8.77,1.0589136269805743,0.009913626986752133,1.0489999999938222
